,cause,num_incident
21868,No mediate cause,2018S002138
21869,No mediate cause,2018S001069
21870,DrunkDriving,2018S006379
21871,DrunkDriving,2018S006636
21872,No mediate cause,2018S001167
21873,No mediate cause,2018S001208
21874,No mediate cause,2018S000955
21875,No mediate cause,2018S003459
21876,DrunkDriving,2018S006332
21877,DrunkDriving,2018S008220
21878,No mediate cause,2018S004175
21879,No mediate cause,2018S009124
21880,No mediate cause,2018S007899
21881,No mediate cause,2018S005190
21882,No mediate cause,2018S001844
21883,No mediate cause,2018S009399
21884,No mediate cause,2018S003767
21885,No mediate cause,2018S002908
21886,No mediate cause,2018S008135
21887,No mediate cause,2018S009563
21888,No mediate cause,2018S002797
21889,No mediate cause,2018S002852
21890,No mediate cause,2018S002748
21891,No mediate cause,2018S005829
21892,No mediate cause,2018S002695
21893,DrunkDriving,2018S006948
21894,No mediate cause,2018S000292
21895,No mediate cause,2018S007807
21896,No mediate cause,2018S006867
21897,No mediate cause,2018S005606
21898,No mediate cause,2018S002847
21899,No mediate cause,2018S000809
21900,No mediate cause,2018S005545
21901,No mediate cause,2018S004097
21902,No mediate cause,2018S006550
21903,No mediate cause,2018S006799
21904,No mediate cause,2018S001292
21905,No mediate cause,2018S008303
21906,No mediate cause,2018S007245
21907,No mediate cause,2018S004768
21908,No mediate cause,2018S001716
21909,No mediate cause,2018S007013
21910,No mediate cause,2018S008174
21911,No mediate cause,2018S006993
21912,No mediate cause,2018S006537
21913,No mediate cause,2018S004192
21914,No mediate cause,2018S005147
21915,No mediate cause,2018S005248
21916,No mediate cause,2018S006639
21917,No mediate cause,2018S008137
21918,No mediate cause,2018S005116
21919,DrunkDriving,2018S004289
21920,No mediate cause,2018S004675
21921,No mediate cause,2018S009161
21922,DrunkDriving,2018S001169
21923,No mediate cause,2018S008811
21924,No mediate cause,2018S008425
21925,No mediate cause,2018S004795
21926,No mediate cause,2018S005840
21927,No mediate cause,2018S000543
21928,No mediate cause,2018S004224
21929,No mediate cause,2018S006136
21930,No mediate cause,2018S000162
21931,No mediate cause,2018S003762
21932,No mediate cause,2018S001569
21933,No mediate cause,2018S007160
21934,No mediate cause,2018S002819
21935,No mediate cause,2018S009838
21936,No mediate cause,2018S002322
21937,No mediate cause,2018S009954
21938,No mediate cause,2018S005500
21939,No mediate cause,2018S004956
21940,No mediate cause,2018S001358
21941,No mediate cause,2018S006990
21942,No mediate cause,2018S009821
21943,No mediate cause,2018S006458
21944,No mediate cause,2018S001802
21945,No mediate cause,2018S006977
21946,No mediate cause,2018S005978
21947,No mediate cause,2018S008079
21948,No mediate cause,2018S006713
21949,No mediate cause,2018S009733
21950,No mediate cause,2018S000427
21951,No mediate cause,2018S006800
21952,No mediate cause,2018S004935
21953,No mediate cause,2018S006962
21954,No mediate cause,2018S005848
21955,No mediate cause,2018S003395
21956,No mediate cause,2018S008670
21957,No mediate cause,2018S003233
21958,No mediate cause,2018S002005
21959,No mediate cause,2018S003116
21960,No mediate cause,2018S006608
21961,No mediate cause,2018S001821
21962,No mediate cause,2018S004694
21963,No mediate cause,2018S009045
21964,No mediate cause,2018S008735
21965,No mediate cause,2018S007298
21966,No mediate cause,2018S008669
21967,No mediate cause,2018S007413
21968,No mediate cause,2018S005378
21969,No mediate cause,2018S002925
21970,No mediate cause,2018S006955
21971,DrunkDriving,2018S006334
21972,No mediate cause,2018S008788
21973,No mediate cause,2018S002000
21974,No mediate cause,2018S005113
21975,No mediate cause,2018S003063
21976,No mediate cause,2018S000048
21977,No mediate cause,2018S000620
21978,No mediate cause,2018S002940
21979,No mediate cause,2018S004551
21980,No mediate cause,2018S005431
21981,No mediate cause,2018S001345
21982,No mediate cause,2018S004506
21983,No mediate cause,2018S009704
21984,No mediate cause,2018S001701
21985,No mediate cause,2018S001902
21986,No mediate cause,2018S008107
21987,No mediate cause,2018S005622
21988,No mediate cause,2018S007170
21989,No mediate cause,2018S009679
21990,No mediate cause,2018S007862
21991,No mediate cause,2018S003888
21992,No mediate cause,2018S007374
21993,No mediate cause,2018S008318
21994,No mediate cause,2018S008835
21995,No mediate cause,2018S008864
21996,No mediate cause,2018S008725
21997,No mediate cause,2018S007814
21998,No mediate cause,2018S008320
21999,DrunkDriving,2018S005103
22000,DrunkDriving,2018S008211
22001,No mediate cause,2018S001896
22002,No mediate cause,2018S008779
22003,No mediate cause,2018S004058
22004,No mediate cause,2018S008295
22005,No mediate cause,2018S002082
22006,No mediate cause,2018S001296
22007,No mediate cause,2018S006395
22008,No mediate cause,2018S002972
22009,No mediate cause,2018S000901
22010,No mediate cause,2018S007458
22011,No mediate cause,2018S008023
22012,No mediate cause,2018S005227
22013,No mediate cause,2018S007296
22014,No mediate cause,2018S004538
22015,No mediate cause,2018S008224
22016,No mediate cause,2018S004073
22017,No mediate cause,2018S000682
22018,No mediate cause,2018S002421
22019,No mediate cause,2018S008362
22020,No mediate cause,2018S001952
22021,No mediate cause,2018S008181
22022,No mediate cause,2018S003552
22023,No mediate cause,2018S007555
22024,No mediate cause,2018S003119
22025,No mediate cause,2018S005085
22026,No mediate cause,2018S004806
22027,No mediate cause,2018S003402
22028,No mediate cause,2018S008352
22029,No mediate cause,2018S004268
22030,No mediate cause,2018S007448
22031,No mediate cause,2018S003118
22032,No mediate cause,2018S006356
22033,No mediate cause,2018S002838
22034,No mediate cause,2018S007994
22035,No mediate cause,2018S004406
22036,No mediate cause,2018S004160
22037,No mediate cause,2018S003347
22038,No mediate cause,2018S003706
22039,No mediate cause,2018S009756
22040,No mediate cause,2018S003830
22041,No mediate cause,2018S000373
22042,No mediate cause,2018S003032
22043,No mediate cause,2018S005258
22044,No mediate cause,2018S003235
22045,No mediate cause,2018S007698
22046,No mediate cause,2018S001047
22047,No mediate cause,2018S001225
22048,No mediate cause,2018S000506
22049,No mediate cause,2018S008609
22050,No mediate cause,2018S008448
22051,No mediate cause,2018S005281
22052,No mediate cause,2018S008946
22053,No mediate cause,2018S009537
22054,No mediate cause,2018S002376
22055,No mediate cause,2018S000279
22056,No mediate cause,2018S004877
22057,No mediate cause,2018S004816
22058,No mediate cause,2018S005412
22059,No mediate cause,2018S001668
22060,No mediate cause,2018S009418
22061,No mediate cause,2018S009826
22062,No mediate cause,2018S004435
22063,No mediate cause,2018S001021
22064,No mediate cause,2018S001377
22065,No mediate cause,2018S003808
22066,No mediate cause,2018S005691
22067,No mediate cause,2018S003678
22068,No mediate cause,2018S003548
22069,No mediate cause,2018S001989
22070,No mediate cause,2018S007640
22071,Road_damaged,2018S006725
22072,DrunkDriving,2018S005893
22073,No mediate cause,2018S009627
22074,DrunkDriving,2018S005347
22075,No mediate cause,2018S000351
22076,No mediate cause,2018S004296
22077,No mediate cause,2018S005182
22078,No mediate cause,2018S007509
22079,No mediate cause,2018S000032
22080,No mediate cause,2018S007020
22081,No mediate cause,2018S001424
22082,No mediate cause,2018S006429
22083,No mediate cause,2018S005780
22084,No mediate cause,2018S006868
22085,No mediate cause,2018S003090
22086,DrunkDriving,2018S001113
22087,No mediate cause,2018S006921
22088,No mediate cause,2018S008713
22089,No mediate cause,2018S001464
22090,No mediate cause,2018S006740
22091,No mediate cause,2018S006628
22092,No mediate cause,2018S005926
22093,No mediate cause,2018S007197
22094,No mediate cause,2018S009118
22095,No mediate cause,2018S009682
22096,No mediate cause,2018S007907
22097,No mediate cause,2018S008987
22098,No mediate cause,2018S006886
22099,No mediate cause,2018S005057
22100,No mediate cause,2018S008237
22101,No mediate cause,2018S002090
22102,No mediate cause,2018S000494
22103,No mediate cause,2018S001297
22104,No mediate cause,2018S008162
22105,No mediate cause,2018S009513
22106,No mediate cause,2018S005165
22107,No mediate cause,2018S009348
22108,No mediate cause,2018S002567
22109,DrunkDriving,2018S005766
22110,No mediate cause,2018S004311
22111,No mediate cause,2018S007571
22112,No mediate cause,2018S004835
22113,No mediate cause,2018S009114
22114,No mediate cause,2018S004487
22115,No mediate cause,2018S008973
22116,No mediate cause,2018S009221
22117,No mediate cause,2018S009401
22118,No mediate cause,2018S008803
22119,No mediate cause,2018S005038
22120,No mediate cause,2018S005305
22121,No mediate cause,2018S009451
22122,No mediate cause,2018S000305
22123,DrunkDriving,2018S001947
22124,No mediate cause,2018S002186
22125,No mediate cause,2018S006509
22126,No mediate cause,2018S000475
22127,No mediate cause,2018S002730
22128,No mediate cause,2018S005224
22129,No mediate cause,2018S009373
22130,No mediate cause,2018S009402
22131,No mediate cause,2018S008961
22132,No mediate cause,2018S007758
22133,No mediate cause,2018S009940
22134,No mediate cause,2018S007724
22135,No mediate cause,2018S001099
22136,No mediate cause,2018S007340
22137,No mediate cause,2018S006594
22138,No mediate cause,2018S004541
22139,No mediate cause,2018S003913
22140,No mediate cause,2018S000660
22141,No mediate cause,2018S001890
22142,No mediate cause,2018S007918
22143,No mediate cause,2018S002436
22144,No mediate cause,2018S003465
22145,No mediate cause,2018S003299
22146,No mediate cause,2018S006185
22147,No mediate cause,2018S004682
22148,No mediate cause,2018S003136
22149,No mediate cause,2018S009109
22150,DrunkDriving,2018S006541
22151,No mediate cause,2018S006689
22152,No mediate cause,2018S006197
22153,No mediate cause,2018S003958
22154,No mediate cause,2018S006180
22155,No mediate cause,2018S001630
22156,No mediate cause,2018S003998
22157,No mediate cause,2018S000520
22158,No mediate cause,2018S001372
22159,No mediate cause,2018S000106
22160,No mediate cause,2018S007127
22161,No mediate cause,2018S001471
22162,No mediate cause,2018S007529
22163,No mediate cause,2018S001106
22164,No mediate cause,2018S002522
22165,No mediate cause,2018S006261
22166,No mediate cause,2018S004259
22167,No mediate cause,2018S000569
22168,No mediate cause,2018S000705
22169,No mediate cause,2018S006110
22170,No mediate cause,2018S008534
22171,No mediate cause,2018S008043
22172,No mediate cause,2018S002791
22173,No mediate cause,2018S006118
22174,No mediate cause,2018S000390
22175,No mediate cause,2018S002569
22176,No mediate cause,2018S003697
22177,DrunkDriving,2018S003313
22178,No mediate cause,2018S002773
22179,No mediate cause,2018S002405
22180,No mediate cause,2018S009881
22181,No mediate cause,2018S005083
22182,No mediate cause,2018S001776
22183,No mediate cause,2018S005487
22184,DrunkDriving,2018S009200
22185,No mediate cause,2018S008529
22186,No mediate cause,2018S005528
22187,No mediate cause,2018S004125
22188,No mediate cause,2018S009077
22189,No mediate cause,2018S002053
22190,No mediate cause,2018S005135
22191,No mediate cause,2018S008098
22192,No mediate cause,2018S002173
22193,No mediate cause,2018S008838
22194,No mediate cause,2018S001892
22195,No mediate cause,2018S002875
22196,No mediate cause,2018S009735
22197,No mediate cause,2018S002431
22198,No mediate cause,2018S001437
22199,No mediate cause,2018S009122
22200,No mediate cause,2018S004461
22201,No mediate cause,2018S009604
22202,No mediate cause,2018S005881
22203,No mediate cause,2018S003169
22204,No mediate cause,2018S005845
22205,No mediate cause,2018S003736
22206,No mediate cause,2018S009787
22207,No mediate cause,2018S003930
22208,No mediate cause,2018S006177
22209,No mediate cause,2018S006687
22210,No mediate cause,2018S003523
22211,No mediate cause,2018S009662
22212,No mediate cause,2018S001867
22213,No mediate cause,2018S001770
22214,No mediate cause,2018S009400
22215,No mediate cause,2018S003266
22216,No mediate cause,2018S007827
22217,No mediate cause,2018S005052
22218,No mediate cause,2018S007450
22219,No mediate cause,2018S006508
22220,No mediate cause,2018S006382
22221,No mediate cause,2018S003833
22222,No mediate cause,2018S009914
22223,No mediate cause,2018S009241
22224,No mediate cause,2018S007541
22225,No mediate cause,2018S006196
22226,No mediate cause,2018S001351
22227,No mediate cause,2018S003162
22228,No mediate cause,2018S001777
22229,DrunkDriving,2018S001681
22230,DrunkDriving,2018S009492
22231,No mediate cause,2018S006792
22232,No mediate cause,2018S001768
22233,No mediate cause,2018S005728
22234,No mediate cause,2018S006782
22235,No mediate cause,2018S005595
22236,No mediate cause,2018S000614
22237,No mediate cause,2018S006434
22238,No mediate cause,2018S005466
22239,No mediate cause,2018S008124
22240,No mediate cause,2018S004756
22241,No mediate cause,2018S002653
22242,No mediate cause,2018S006841
22243,No mediate cause,2018S007356
22244,No mediate cause,2018S002711
22245,No mediate cause,2018S008322
22246,No mediate cause,2018S006896
22247,No mediate cause,2018S002617
22248,No mediate cause,2018S000812
22249,No mediate cause,2018S006305
22250,No mediate cause,2018S003152
22251,No mediate cause,2018S002444
22252,No mediate cause,2018S004912
22253,DrunkDriving,2018S001153
22254,No mediate cause,2018S005731
22255,No mediate cause,2018S008142
22256,No mediate cause,2018S004899
22257,No mediate cause,2018S005719
22258,No mediate cause,2018S008653
22259,No mediate cause,2018S001073
22260,No mediate cause,2018S006320
22261,No mediate cause,2018S000410
22262,No mediate cause,2018S004392
22263,No mediate cause,2018S006482
22264,No mediate cause,2018S005458
22265,No mediate cause,2018S002266
22266,No mediate cause,2018S005593
22267,No mediate cause,2018S008615
22268,No mediate cause,2018S000486
22269,No mediate cause,2018S009626
22270,No mediate cause,2018S000340
22271,No mediate cause,2018S000169
22272,No mediate cause,2018S009215
22273,No mediate cause,2018S001261
22274,No mediate cause,2018S006173
22275,No mediate cause,2018S002585
22276,No mediate cause,2018S009179
22277,No mediate cause,2018S005112
22278,No mediate cause,2018S006186
22279,No mediate cause,2018S003702
22280,No mediate cause,2018S004154
22281,No mediate cause,2018S008065
22282,No mediate cause,2018S004001
22283,No mediate cause,2018S007200
22284,No mediate cause,2018S004108
22285,No mediate cause,2018S004388
22286,No mediate cause,2018S000179
22287,No mediate cause,2018S000773
22288,No mediate cause,2018S008853
